Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity,value_numeric,value_qualifier,value_unit,value_qsar_ready,PubChem_CID,PubChem_MW,PubChem_CanonicalSMILES,PubChem_InChIKey,PubChem_Ambiguous,PubChem_Candidate_CIDs,PubChem_Error
Hex-3(cis)-enyl formate,EFSA FEEDAP,2016,2864,Animal (target species) health,subchronic,Rat,oral: drinking water,98.0,NOAEL,=,127.0,mg/kg bw/day,other,systemic,127.0,=,,True,,,,,False,,Not Found
Hex-3(cis)-enyl isobutyrate,EFSA FEEDAP,2016,2864,Animal (target species) health,subchronic,Rat,oral: drinking water,98.0,NOAEL,=,127.0,mg/kg bw/day,other,systemic,127.0,=,,True,,,,,False,,Not Found
Hex-3-enyl butyrate,EFSA FEEDAP,2016,2864,Animal (target species) health,subchronic,Rat,oral: drinking water,98.0,NOAEL,=,127.0,mg/kg bw/day,other,systemic,127.0,=,,True,,,,,False,,Not Found
CID_5352975,EFSA FEEDAP,2016,2864,Animal (target species) health,subchronic,Rat,oral: drinking water,98.0,NOAEL,=,127.0,mg/kg bw/day,other,systemic,127.0,=,,True,5352975,198.3,,RGACQXBDYBCJCY-FNORWQNLSA-N,False,,
"Hexa-2(trans),4(trans)-dienal",EFSA FEEDAP,2019,3186,Animal (target species) health,subchronic,Rat,oral: gavage,98.0,NOAEL,=,15.0,mg/kg bw/day,body weight,systemic,15.0,=,,True,,,,,False,,Not Found
CID_5273467,EFSA FEEDAP,2017,2920,Animal (target species) health,subchronic,Rat,oral: feed,98.0,NOAEL,=,275.0,mg/kg bw/day,clinical chemistry,systemic,275.0,=,,True,5273467,218.29,,JFHCDEYLWGVZMX-CMDGGOBGSA-N,False,,
CID_637520,EFSA FEEDAP,2017,2920,Animal (target species) health,subchronic,Rat,oral: feed,98.0,NOAEL,=,275.0,mg/kg bw/day,clinical chemistry,systemic,275.0,=,,True,637520,162.18,,CCRCUPLGCSFEDV-BQYQJAHWSA-N,False,,
Non-6(cis)-enal,EFSA FEEDAP,2016,2864,Animal (target species) health,subchronic,Rat,oral: drinking water,98.0,NOAEL,=,127.0,mg/kg bw/day,other,systemic,127.0,=,,True,,,,,False,,Not Found
CID_28937,EFSA FEEDAP,2016,2864,Animal (target species) health,subchronic,Rat,oral: drinking water,98.0,NOAEL,=,127.0,mg/kg bw/day,other,systemic,127.0,=,,True,28937,128.21,,YDXQPTHHAPCTPP-UHFFFAOYSA-N,False,,
CID_1550884,EFSA FEEDAP,2017,2920,Animal (target species) health,subchronic,Rat,oral: feed,98.0,NOAEL,=,30.0,mg/kg bw/day,organ weights,systemic,30.0,=,,True,1550884,216.32,,GUUHFMWKWLOQMM-NTCAYCPXSA-N,False,,
CID_1712058,EFSA FEEDAP,2017,2920,Animal (target species) health,subchronic,Rat,oral: feed,98.0,NOAEL,=,30.0,mg/kg bw/day,organ weights,systemic,30.0,=,,True,1712058,202.29,,HMKKIXGYKWDQSV-KAMYIIQDSA-N,False,,
